,sex,hours,INCOME,workclass,marital,Education,Age
1516,1.0,0.404040404040404,0.0,3,2,3,5
1517,1.0,0.404040404040404,0.0,3,2,5,2
1518,1.0,0.4545454545454545,1.0,4,2,8,2
1519,1.0,0.4545454545454545,0.0,1,0,3,3
1520,1.0,0.5555555555555556,0.0,3,4,3,1
1521,1.0,0.4646464646464646,0.0,3,2,3,3
1522,1.0,0.5050505050505051,1.0,3,2,8,2
1523,1.0,0.6060606060606061,0.0,3,2,4,1
1524,1.0,0.404040404040404,0.0,3,2,3,2
1525,1.0,0.8080808080808081,1.0,3,6,8,5
1526,0.0,0.3535353535353535,0.0,3,4,8,1
1527,1.0,0.404040404040404,0.0,3,4,8,2
1528,1.0,0.404040404040404,0.0,1,2,4,2
1529,1.0,0.202020202020202,0.0,3,2,3,4
1530,0.0,0.2525252525252525,0.0,3,6,3,4
1531,1.0,0.4848484848484848,0.0,4,2,3,3
1532,1.0,0.5555555555555556,1.0,4,2,8,3
1533,1.0,0.4343434343434343,0.0,3,2,3,2
1534,0.0,0.5050505050505051,0.0,3,4,8,2
1535,0.0,0.404040404040404,0.0,3,4,5,3
1536,1.0,0.404040404040404,1.0,3,2,8,2
1537,1.0,0.404040404040404,1.0,3,2,8,3
1538,1.0,0.202020202020202,0.0,5,2,8,3
1539,1.0,0.4343434343434343,0.0,3,2,3,2
1540,1.0,0.5050505050505051,0.0,5,2,8,2
1541,1.0,0.5050505050505051,0.0,3,2,3,3
1542,1.0,0.202020202020202,0.0,3,0,4,4
1543,1.0,0.6060606060606061,0.0,3,0,3,2
1544,1.0,0.5555555555555556,0.0,3,4,7,1
1545,1.0,0.5050505050505051,1.0,3,2,8,4
1546,1.0,0.404040404040404,0.0,3,2,3,5
1547,0.0,0.404040404040404,0.0,3,4,8,1
1548,1.0,0.404040404040404,1.0,3,2,8,3
1549,0.0,0.303030303030303,0.0,3,4,7,1
1550,1.0,0.5555555555555556,1.0,3,2,8,3
1551,1.0,0.303030303030303,0.0,3,0,4,3
1552,0.0,0.303030303030303,0.0,3,4,6,1
1553,1.0,0.404040404040404,1.0,0,2,8,3
1554,0.0,0.5252525252525253,0.0,3,4,3,1
1555,0.0,0.404040404040404,0.0,3,4,4,1
1556,1.0,0.5555555555555556,0.0,3,4,3,4
1557,1.0,0.404040404040404,0.0,3,4,3,2
1558,0.0,0.404040404040404,0.0,3,4,4,2
1559,0.0,0.404040404040404,0.0,3,0,3,3
1560,1.0,0.8585858585858586,0.0,5,4,3,2
1561,1.0,0.4848484848484848,0.0,3,4,3,2
1562,1.0,0.404040404040404,1.0,4,6,8,6
1563,1.0,0.404040404040404,0.0,3,2,0,1
1564,0.0,0.303030303030303,0.0,3,6,3,4
1565,1.0,0.4545454545454545,0.0,3,4,3,1
1566,1.0,0.4545454545454545,1.0,1,2,8,5
1567,1.0,0.404040404040404,0.0,3,2,4,2
1568,1.0,0.5252525252525253,1.0,1,2,4,3
1569,1.0,0.404040404040404,0.0,3,2,3,2
1570,0.0,0.404040404040404,0.0,3,0,3,1
1571,1.0,0.8484848484848485,0.0,6,2,3,3
1572,1.0,0.4545454545454545,0.0,3,2,3,3
1573,1.0,0.4848484848484848,0.0,3,0,5,2
1574,1.0,0.303030303030303,0.0,3,2,3,5
1575,1.0,0.404040404040404,1.0,0,2,8,4
1576,1.0,0.5858585858585859,1.0,4,2,4,4
1577,1.0,0.8484848484848485,1.0,3,2,4,3
1578,1.0,0.202020202020202,0.0,3,4,0,0
1579,1.0,0.7070707070707071,1.0,3,2,4,4
1580,1.0,0.404040404040404,0.0,5,2,4,3
1581,0.0,0.404040404040404,0.0,3,4,3,3
1582,1.0,0.404040404040404,0.0,3,2,8,1
1583,1.0,0.5050505050505051,0.0,3,0,5,3
1584,0.0,0.404040404040404,0.0,6,4,4,2
1585,1.0,0.404040404040404,0.0,3,2,3,2
1586,1.0,0.404040404040404,1.0,4,2,4,5
1587,0.0,0.404040404040404,0.0,3,0,3,3
1588,0.0,0.4242424242424242,0.0,3,5,8,2
1589,1.0,0.404040404040404,0.0,3,2,2,1
1590,1.0,0.3232323232323232,0.0,3,5,8,4
1591,1.0,0.404040404040404,0.0,3,2,3,2
1592,1.0,0.404040404040404,0.0,3,2,5,3
1593,0.0,0.404040404040404,0.0,1,3,3,3
1594,1.0,0.404040404040404,0.0,3,6,5,4
1595,1.0,0.4545454545454545,1.0,3,2,8,2
1596,1.0,0.4545454545454545,1.0,3,2,8,3
1597,1.0,0.4545454545454545,0.0,3,2,3,2
1598,1.0,0.202020202020202,0.0,3,2,0,1
1599,1.0,0.404040404040404,0.0,3,2,2,3
1600,0.0,0.8484848484848485,0.0,5,6,1,5
1601,1.0,0.404040404040404,0.0,3,0,1,2
1602,1.0,0.6060606060606061,0.0,5,4,4,1
1603,1.0,0.4545454545454545,0.0,6,0,8,3
1604,1.0,0.404040404040404,0.0,3,2,8,1
1605,0.0,0.3535353535353535,0.0,1,4,4,1
1606,1.0,0.5050505050505051,0.0,4,4,3,1
1607,1.0,0.404040404040404,0.0,3,4,3,2
1608,1.0,0.404040404040404,0.0,3,0,3,4
1609,1.0,0.404040404040404,0.0,5,2,3,5
1610,0.0,0.404040404040404,0.0,6,4,8,3
1611,1.0,0.404040404040404,0.0,3,4,8,1
1612,0.0,0.202020202020202,0.0,3,4,4,1
1613,1.0,0.404040404040404,0.0,3,2,3,2
1614,0.0,0.5050505050505051,1.0,4,2,8,3
1615,1.0,0.404040404040404,0.0,1,6,3,4
1616,1.0,0.6060606060606061,0.0,4,4,5,1
1617,1.0,0.404040404040404,0.0,3,2,5,4
1618,1.0,0.3535353535353535,0.0,1,4,1,1
1619,1.0,0.5050505050505051,1.0,3,2,8,5
1620,0.0,0.303030303030303,0.0,3,4,3,2
1621,1.0,0.404040404040404,0.0,3,4,3,2
1622,1.0,0.404040404040404,0.0,3,2,4,2
1623,1.0,0.404040404040404,0.0,3,2,0,4
1624,0.0,0.404040404040404,0.0,3,4,4,1
1625,1.0,0.4848484848484848,0.0,4,2,3,2
1626,1.0,0.404040404040404,1.0,3,2,8,4
1627,1.0,0.303030303030303,0.0,3,4,3,0
1628,1.0,0.404040404040404,0.0,3,2,4,3
1629,1.0,0.404040404040404,0.0,3,2,3,4
1630,0.0,0.4242424242424242,1.0,3,2,8,1
1631,1.0,0.404040404040404,0.0,3,0,4,3
1632,1.0,0.404040404040404,0.0,3,2,3,2
1633,1.0,0.3636363636363636,0.0,3,2,3,2
1634,1.0,0.5555555555555556,0.0,3,2,8,1
1635,1.0,0.5252525252525253,0.0,5,2,3,5
1636,0.0,0.303030303030303,1.0,5,2,8,4
1637,1.0,0.5050505050505051,0.0,3,4,8,2
1638,1.0,0.404040404040404,0.0,3,2,7,3
1639,0.0,0.404040404040404,0.0,6,4,8,1
1640,1.0,0.404040404040404,1.0,5,2,8,3
1641,0.0,0.404040404040404,0.0,3,4,8,1
1642,1.0,0.404040404040404,0.0,3,4,3,2
1643,0.0,0.404040404040404,0.0,3,0,8,2
1644,1.0,0.1717171717171717,0.0,3,6,3,6
1645,1.0,0.404040404040404,0.0,3,4,1,1
1646,1.0,0.6060606060606061,0.0,4,3,1,2
1647,1.0,0.404040404040404,0.0,3,0,3,1
1648,1.0,0.4444444444444444,1.0,3,2,8,2
1649,0.0,0.404040404040404,0.0,3,5,7,4
1650,1.0,0.404040404040404,1.0,3,2,8,3
1651,1.0,0.404040404040404,0.0,3,4,3,2
1652,1.0,0.2828282828282828,0.0,3,0,8,5
1653,1.0,0.5050505050505051,1.0,4,2,3,4
1654,1.0,0.404040404040404,0.0,5,0,8,3
1655,1.0,0.404040404040404,1.0,4,2,3,4
1656,1.0,0.404040404040404,0.0,3,2,3,3
1657,0.0,0.404040404040404,0.0,6,4,8,3
1658,0.0,0.404040404040404,1.0,3,2,3,3
1659,1.0,0.404040404040404,0.0,3,2,3,4
1660,0.0,0.404040404040404,0.0,3,0,5,2
1661,1.0,0.404040404040404,0.0,4,2,3,3
1662,0.0,0.404040404040404,0.0,3,4,8,1
1663,1.0,0.4545454545454545,0.0,3,2,3,2
1664,1.0,0.404040404040404,0.0,3,2,1,2
1665,0.0,0.404040404040404,0.0,3,0,3,3
1666,0.0,0.6060606060606061,0.0,4,4,8,2
1667,1.0,0.1515151515151515,0.0,1,2,3,6
1668,1.0,0.404040404040404,0.0,0,0,5,3
1669,1.0,0.5050505050505051,0.0,5,2,1,3
1670,1.0,0.6060606060606061,0.0,5,2,3,2
1671,1.0,0.404040404040404,0.0,3,4,0,3
1672,1.0,0.5050505050505051,1.0,0,2,4,2
1673,1.0,0.5050505050505051,1.0,5,2,8,4
1674,0.0,0.404040404040404,0.0,3,4,4,5
1675,0.0,0.4848484848484848,0.0,3,4,4,3
1676,0.0,0.3636363636363636,1.0,3,2,8,2
1677,1.0,0.404040404040404,0.0,3,4,3,2
1678,1.0,0.404040404040404,0.0,3,2,3,3
1679,0.0,0.3535353535353535,0.0,3,0,3,3
1680,1.0,0.7070707070707071,0.0,6,2,4,2
1681,1.0,0.4545454545454545,1.0,3,2,8,2
1682,1.0,0.101010101010101,0.0,3,2,4,5
1683,1.0,0.404040404040404,1.0,6,2,8,3
1684,1.0,0.404040404040404,0.0,3,2,0,4
1685,0.0,0.2929292929292929,0.0,3,6,4,5
1686,1.0,0.404040404040404,0.0,1,2,3,3
1687,1.0,0.404040404040404,0.0,3,2,8,1
1688,1.0,0.5050505050505051,0.0,3,2,4,3
1689,1.0,0.404040404040404,0.0,3,4,3,1
1690,1.0,0.303030303030303,0.0,3,2,3,5
1691,1.0,0.404040404040404,1.0,4,2,3,4
1692,1.0,0.404040404040404,0.0,0,4,3,1
1693,1.0,0.404040404040404,0.0,3,2,3,3
1694,0.0,0.1818181818181818,0.0,3,4,4,1
1695,0.0,0.404040404040404,0.0,3,4,8,1
1696,0.0,0.6060606060606061,1.0,3,2,3,4
1697,0.0,0.404040404040404,0.0,3,0,5,3
1698,1.0,0.404040404040404,0.0,1,2,4,2
1699,0.0,0.4646464646464646,0.0,3,0,3,3
1700,1.0,0.404040404040404,1.0,6,2,8,3
1701,0.0,0.202020202020202,0.0,3,2,1,0
1702,1.0,0.4545454545454545,0.0,5,2,3,4
1703,1.0,0.404040404040404,0.0,3,4,3,1
1704,0.0,0.404040404040404,0.0,3,0,3,2
1705,0.0,0.404040404040404,1.0,0,2,3,3
1706,1.0,0.404040404040404,0.0,3,2,3,1
1707,0.0,0.5050505050505051,0.0,0,0,8,2
1708,1.0,0.404040404040404,0.0,3,4,1,2
1709,1.0,0.4545454545454545,0.0,3,4,3,3
1710,1.0,0.404040404040404,0.0,3,4,4,1
1711,1.0,0.2424242424242424,0.0,3,4,4,1
1712,0.0,0.5050505050505051,0.0,1,4,8,1
1713,1.0,0.4242424242424242,0.0,3,2,4,3
1714,1.0,0.6060606060606061,1.0,4,2,4,3
1715,1.0,0.5050505050505051,1.0,3,2,4,4
1716,1.0,0.404040404040404,0.0,5,2,7,5
1717,0.0,0.3535353535353535,0.0,1,5,5,4
1718,1.0,0.5353535353535354,0.0,3,5,3,1
1719,0.0,0.404040404040404,0.0,3,4,3,1
1720,1.0,0.404040404040404,0.0,5,5,3,3
1721,1.0,0.404040404040404,0.0,6,3,8,2
1722,1.0,0.404040404040404,0.0,3,0,3,2
1723,1.0,0.404040404040404,0.0,3,2,3,2
1724,1.0,0.404040404040404,1.0,4,2,5,5
1725,1.0,0.404040404040404,0.0,3,0,4,3
1726,0.0,0.6060606060606061,1.0,3,2,8,4
1727,1.0,0.7272727272727273,0.0,3,2,3,1
1728,0.0,0.4545454545454545,0.0,3,0,1,3
1729,1.0,0.404040404040404,1.0,1,2,6,3
1730,1.0,0.3232323232323232,0.0,3,4,3,2
1731,1.0,0.3838383838383838,0.0,6,2,4,1
1732,1.0,0.6060606060606061,0.0,1,2,4,2
1733,0.0,0.404040404040404,0.0,1,0,4,3
1734,1.0,0.6060606060606061,0.0,3,2,3,3
1735,1.0,0.404040404040404,1.0,3,2,8,3
1736,1.0,0.2828282828282828,0.0,3,2,8,5
1737,1.0,0.6060606060606061,0.0,3,4,0,1
1738,1.0,0.6060606060606061,0.0,3,4,3,1
1739,1.0,0.404040404040404,0.0,4,0,8,3
1740,1.0,0.5050505050505051,0.0,3,2,4,1
1741,0.0,0.202020202020202,0.0,3,4,3,3
1742,1.0,0.6060606060606061,0.0,3,2,6,2
1743,1.0,0.404040404040404,1.0,3,2,4,4
1744,1.0,0.404040404040404,0.0,3,2,2,4
1745,1.0,0.404040404040404,0.0,3,2,4,3
1746,1.0,0.404040404040404,0.0,3,4,4,0
1747,0.0,0.404040404040404,0.0,3,0,3,2
1748,1.0,0.404040404040404,1.0,3,2,8,2
1749,1.0,0.5050505050505051,1.0,6,2,8,3
1750,1.0,0.404040404040404,0.0,1,2,3,2
1751,0.0,0.3535353535353535,1.0,0,2,3,4
1752,1.0,0.404040404040404,0.0,3,4,4,1
1753,1.0,0.404040404040404,0.0,3,2,4,3
1754,1.0,0.1212121212121212,0.0,6,2,8,5
1755,1.0,0.404040404040404,0.0,3,2,3,3
1756,0.0,0.6060606060606061,0.0,5,0,8,3
1757,0.0,0.4545454545454545,0.0,3,6,3,3
1758,1.0,0.5050505050505051,1.0,4,2,8,3
1759,0.0,0.404040404040404,0.0,3,0,3,2
1760,1.0,0.404040404040404,0.0,1,2,3,3
1761,0.0,0.404040404040404,0.0,3,4,8,1
1762,0.0,0.3333333333333333,0.0,3,4,3,1
1763,1.0,0.5555555555555556,1.0,3,2,4,4
1764,1.0,0.4848484848484848,0.0,3,4,3,1
1765,1.0,0.404040404040404,0.0,1,2,3,4
1766,0.0,0.404040404040404,0.0,4,0,3,5
1767,0.0,0.404040404040404,0.0,3,4,3,2
1768,1.0,0.5050505050505051,0.0,3,2,3,3
1769,1.0,0.4545454545454545,1.0,4,2,8,2
1770,1.0,0.5555555555555556,0.0,3,2,3,4
1771,0.0,0.202020202020202,0.0,5,4,3,2
1772,0.0,0.1313131313131313,0.0,1,6,3,6
1773,1.0,0.5050505050505051,0.0,5,2,3,2
1774,0.0,0.5050505050505051,0.0,0,4,3,2
1775,1.0,0.404040404040404,0.0,3,2,3,2
1776,1.0,0.404040404040404,1.0,3,2,8,2
1777,0.0,0.202020202020202,1.0,3,2,4,2
1778,1.0,0.404040404040404,0.0,3,4,3,2
1779,1.0,0.4545454545454545,1.0,3,2,8,2
1780,1.0,0.4444444444444444,0.0,3,5,3,2
1781,1.0,0.3535353535353535,0.0,3,2,4,3
1782,1.0,0.2828282828282828,0.0,3,4,4,2
1783,1.0,0.5050505050505051,0.0,3,4,7,4
1784,0.0,0.4444444444444444,0.0,3,0,5,3
1785,1.0,0.404040404040404,0.0,3,2,1,4
1786,1.0,0.404040404040404,0.0,3,2,4,1
1787,1.0,0.404040404040404,0.0,3,4,3,0
1788,1.0,0.404040404040404,0.0,3,2,3,2
1789,1.0,0.5353535353535354,1.0,0,2,8,2
1790,1.0,0.1616161616161616,0.0,1,4,3,1
1791,1.0,0.2525252525252525,0.0,3,4,3,1
1792,1.0,0.3535353535353535,0.0,3,3,7,3
1793,0.0,0.404040404040404,0.0,3,4,7,2
1794,0.0,0.404040404040404,1.0,4,2,6,3
1795,1.0,0.404040404040404,0.0,3,4,3,2
1796,1.0,0.404040404040404,0.0,3,2,7,5
1797,1.0,0.404040404040404,0.0,1,4,3,1
1798,1.0,0.404040404040404,0.0,3,2,4,3
1799,1.0,0.5050505050505051,0.0,3,2,3,2
1800,0.0,0.404040404040404,0.0,3,4,8,3
1801,0.0,0.2525252525252525,0.0,3,0,3,5
1802,1.0,0.5555555555555556,0.0,3,0,8,2
1803,1.0,0.5555555555555556,1.0,3,2,8,2
1804,1.0,0.4343434343434343,0.0,3,2,4,1
1805,1.0,0.404040404040404,0.0,3,4,3,1
1806,0.0,0.404040404040404,0.0,3,0,3,4
1807,1.0,0.4545454545454545,0.0,3,4,8,1
1808,1.0,0.3535353535353535,0.0,3,4,7,2
1809,0.0,0.404040404040404,0.0,0,4,3,1
1810,1.0,0.7070707070707071,1.0,3,2,8,3
1811,0.0,0.4646464646464646,0.0,6,4,8,4
1812,1.0,0.404040404040404,1.0,3,2,8,4
1813,1.0,0.5555555555555556,0.0,4,4,8,2
1814,0.0,0.404040404040404,0.0,3,0,3,3
1815,0.0,0.404040404040404,0.0,3,0,1,2
1816,1.0,0.6161616161616161,0.0,3,4,3,2
1817,1.0,0.5050505050505051,0.0,6,2,4,4
1818,1.0,0.101010101010101,0.0,1,2,8,5
1819,0.0,0.2222222222222222,0.0,3,4,3,1
1820,1.0,0.2424242424242424,0.0,3,2,4,1
1821,1.0,0.3535353535353535,0.0,3,2,5,1
1822,1.0,0.4545454545454545,1.0,3,2,6,4
1823,1.0,0.303030303030303,0.0,3,2,6,3
1824,1.0,0.7575757575757576,0.0,3,2,3,1
1825,0.0,0.404040404040404,1.0,3,2,4,2
1826,1.0,0.4545454545454545,1.0,3,2,8,5
1827,0.0,0.2828282828282828,0.0,3,4,3,1
1828,1.0,0.6060606060606061,0.0,3,2,6,2
1829,1.0,0.404040404040404,0.0,3,2,0,1
1830,1.0,0.5555555555555556,0.0,3,2,3,4
1831,1.0,0.404040404040404,0.0,3,4,3,1
1832,0.0,0.2525252525252525,0.0,3,0,0,1
1833,0.0,0.4545454545454545,1.0,4,2,8,3
1834,1.0,0.5050505050505051,0.0,3,2,4,1
1835,1.0,0.404040404040404,0.0,3,4,3,4
1836,0.0,0.202020202020202,0.0,3,4,1,0
1837,1.0,0.404040404040404,0.0,3,2,7,1
1838,1.0,0.404040404040404,0.0,3,5,7,3
1839,1.0,0.404040404040404,0.0,3,2,3,2
1840,0.0,0.404040404040404,0.0,4,0,3,3
1841,1.0,0.4747474747474747,0.0,3,2,3,4
1842,0.0,0.404040404040404,0.0,3,4,8,1
1843,1.0,0.5050505050505051,1.0,3,2,8,2
1844,1.0,0.404040404040404,0.0,0,2,3,3
1845,1.0,0.404040404040404,1.0,3,2,8,2
1846,0.0,0.404040404040404,0.0,3,0,3,1
1847,1.0,0.404040404040404,0.0,3,4,8,1
1848,1.0,0.404040404040404,0.0,3,2,0,5
1849,1.0,0.404040404040404,0.0,5,2,8,4
1850,1.0,0.404040404040404,0.0,3,4,8,1
1851,1.0,0.404040404040404,0.0,3,4,3,0
1852,1.0,0.404040404040404,0.0,3,2,7,3
1853,0.0,0.3838383838383838,1.0,3,2,6,2
1854,0.0,0.3636363636363636,1.0,3,2,5,2
1855,1.0,0.4848484848484848,0.0,3,4,4,2
1856,0.0,0.1515151515151515,0.0,3,4,1,0
1857,0.0,0.404040404040404,0.0,6,0,3,2
1858,1.0,0.404040404040404,0.0,5,2,3,3
1859,1.0,0.404040404040404,0.0,3,4,3,1
1860,1.0,0.6060606060606061,0.0,3,2,4,3
1861,0.0,0.404040404040404,0.0,1,4,8,3
1862,1.0,0.7070707070707071,0.0,3,0,7,3
1863,1.0,0.3434343434343434,0.0,3,2,3,5
1864,0.0,0.404040404040404,0.0,3,0,3,2
1865,1.0,0.2525252525252525,0.0,3,4,3,1
1866,0.0,0.4545454545454545,0.0,3,5,4,1
1867,0.0,0.3535353535353535,0.0,3,4,3,3
1868,0.0,0.303030303030303,0.0,3,4,4,0
1869,1.0,0.2525252525252525,0.0,3,4,7,2
1870,1.0,0.2525252525252525,0.0,3,2,7,6
1871,1.0,0.202020202020202,0.0,3,4,6,1
1872,1.0,0.404040404040404,0.0,3,2,3,3
1873,0.0,0.2525252525252525,1.0,1,2,3,2
1874,0.0,0.404040404040404,0.0,3,4,1,0
1875,0.0,0.3232323232323232,0.0,3,4,8,2
1876,0.0,0.404040404040404,0.0,3,5,3,3
1877,0.0,0.404040404040404,0.0,3,4,8,1
1878,0.0,0.4545454545454545,0.0,3,4,3,2
1879,1.0,0.101010101010101,0.0,6,4,4,1
1880,1.0,0.404040404040404,0.0,3,2,8,1
1881,0.0,0.6060606060606061,0.0,3,0,4,2
1882,1.0,0.404040404040404,0.0,4,4,8,1
1883,0.0,0.3535353535353535,0.0,3,4,4,2
1884,1.0,0.5252525252525253,0.0,3,0,4,3
1885,1.0,0.404040404040404,0.0,0,2,3,3
1886,1.0,0.404040404040404,0.0,3,2,4,2
1887,0.0,0.404040404040404,0.0,3,0,1,2
1888,1.0,0.404040404040404,0.0,3,2,3,1
1889,1.0,0.5050505050505051,0.0,3,5,4,3
1890,1.0,0.404040404040404,0.0,3,4,5,1
1891,1.0,0.404040404040404,1.0,3,2,8,3
1892,0.0,0.4848484848484848,0.0,3,0,3,3
1893,1.0,0.404040404040404,0.0,5,2,7,4
1894,1.0,0.5050505050505051,1.0,3,2,8,2
1895,1.0,0.404040404040404,0.0,3,3,7,1
1896,1.0,0.404040404040404,0.0,3,2,3,2
1897,0.0,0.1515151515151515,0.0,3,4,0,0
1898,1.0,0.5050505050505051,0.0,4,2,3,3
1899,0.0,0.3535353535353535,0.0,3,0,1,1
1900,1.0,0.5050505050505051,1.0,3,2,8,3
1901,0.0,0.2525252525252525,0.0,3,4,4,2
1902,0.0,0.404040404040404,0.0,0,4,4,2
1903,1.0,0.202020202020202,0.0,3,4,4,1
1904,1.0,0.404040404040404,0.0,6,2,6,3
1905,0.0,0.404040404040404,0.0,3,0,3,3
1906,0.0,0.404040404040404,0.0,3,5,5,4
1907,1.0,0.404040404040404,0.0,3,4,2,1
1908,1.0,0.404040404040404,0.0,3,2,3,6
1909,1.0,0.8080808080808081,1.0,5,2,8,3
1910,1.0,0.404040404040404,0.0,4,4,3,3
1911,1.0,0.404040404040404,0.0,3,2,3,2
1912,0.0,0.5050505050505051,0.0,1,4,8,3
1913,1.0,0.404040404040404,0.0,5,2,8,4
1914,0.0,0.404040404040404,0.0,3,4,5,2
1915,1.0,0.5555555555555556,0.0,3,2,3,2
1916,1.0,0.404040404040404,0.0,3,2,4,2
1917,1.0,0.3535353535353535,0.0,3,4,3,1
1918,1.0,0.404040404040404,0.0,3,2,3,3
1919,1.0,0.404040404040404,0.0,3,2,0,4
1920,1.0,0.404040404040404,0.0,3,4,3,1
1921,1.0,0.404040404040404,0.0,3,4,4,1
1922,1.0,0.404040404040404,0.0,3,4,3,1
1923,1.0,0.4545454545454545,0.0,4,0,6,2
1924,1.0,0.4545454545454545,0.0,3,2,4,3
1925,1.0,0.7070707070707071,1.0,3,2,8,2
1926,1.0,0.3232323232323232,0.0,3,4,3,3
1927,0.0,0.5050505050505051,0.0,3,0,4,4
1928,1.0,0.4545454545454545,0.0,3,2,3,2
1929,1.0,0.2424242424242424,0.0,5,2,3,5
1930,0.0,0.6060606060606061,0.0,3,3,3,1
1931,0.0,0.404040404040404,0.0,1,4,8,1
1932,1.0,0.404040404040404,0.0,3,2,3,1
1933,1.0,0.3535353535353535,0.0,3,4,8,1
1934,1.0,0.4242424242424242,1.0,3,2,6,4
1935,0.0,0.303030303030303,0.0,3,4,4,1
1936,1.0,0.4545454545454545,1.0,3,2,8,3
1937,0.0,0.404040404040404,0.0,3,4,3,1
1938,1.0,0.404040404040404,1.0,0,2,4,4
1939,0.0,0.4343434343434343,0.0,3,5,4,1
1940,0.0,0.404040404040404,0.0,3,4,4,0
1941,0.0,0.3535353535353535,0.0,3,4,5,2
1942,1.0,0.404040404040404,1.0,4,2,8,4
1943,1.0,0.5050505050505051,0.0,3,2,4,1
1944,0.0,0.404040404040404,1.0,3,2,8,3
1945,1.0,0.404040404040404,0.0,3,4,4,1
1946,1.0,0.5050505050505051,0.0,3,5,4,3
1947,1.0,0.404040404040404,0.0,1,2,7,2
1948,0.0,0.4545454545454545,1.0,3,2,8,3
1949,1.0,0.5858585858585859,0.0,3,4,8,1
1950,0.0,0.404040404040404,0.0,3,6,3,4
1951,1.0,0.404040404040404,0.0,3,4,3,3
1952,0.0,0.404040404040404,0.0,3,4,8,1
1953,0.0,0.404040404040404,0.0,3,4,4,1
1954,1.0,0.5050505050505051,0.0,4,2,3,2
1955,0.0,0.202020202020202,0.0,3,4,4,1
1956,1.0,0.404040404040404,1.0,3,2,8,4
1957,1.0,0.3535353535353535,0.0,3,2,8,4
1958,1.0,0.8080808080808081,0.0,3,4,3,2
1959,1.0,0.5050505050505051,1.0,3,2,8,2
1960,1.0,0.404040404040404,0.0,3,2,7,3
1961,1.0,0.5252525252525253,0.0,3,2,6,2
1962,1.0,0.1212121212121212,0.0,3,4,1,0
1963,1.0,0.0707070707070707,0.0,3,2,8,5
1964,1.0,0.404040404040404,0.0,3,2,3,3
1965,0.0,0.3232323232323232,0.0,3,4,4,1
1966,1.0,0.5050505050505051,1.0,3,2,8,3
1967,0.0,0.5050505050505051,0.0,3,5,8,3
1968,1.0,0.4545454545454545,0.0,3,2,4,2
1969,1.0,0.404040404040404,0.0,0,2,3,2
1970,1.0,0.404040404040404,0.0,3,4,3,3
1971,1.0,0.404040404040404,0.0,3,2,4,1
1972,1.0,0.404040404040404,1.0,3,2,8,3
1973,1.0,0.303030303030303,0.0,5,2,6,6
1974,1.0,0.404040404040404,0.0,3,0,8,4
1975,0.0,0.5555555555555556,0.0,3,4,8,1
1976,1.0,0.4545454545454545,1.0,3,2,4,4
1977,1.0,0.4242424242424242,0.0,3,4,8,4
1978,0.0,0.202020202020202,0.0,3,0,4,5
1979,1.0,0.3939393939393939,0.0,3,4,7,1
1980,1.0,0.202020202020202,1.0,4,6,8,6
1981,1.0,0.3535353535353535,0.0,3,2,3,2
1982,0.0,0.2525252525252525,0.0,3,2,3,0
1983,1.0,0.404040404040404,0.0,3,5,7,3
1984,1.0,0.3838383838383838,1.0,3,2,8,2
1985,1.0,0.404040404040404,0.0,3,4,3,1
1986,0.0,0.303030303030303,0.0,3,4,4,1
1987,1.0,0.404040404040404,0.0,3,2,3,1
1988,0.0,0.404040404040404,1.0,3,2,3,3
1989,0.0,0.404040404040404,0.0,3,0,4,2
1990,1.0,0.6565656565656566,0.0,5,4,8,3
1991,1.0,0.5050505050505051,0.0,5,0,3,5
1992,0.0,0.4545454545454545,1.0,1,2,6,3
1993,1.0,0.404040404040404,0.0,3,0,4,5
1994,0.0,0.3535353535353535,0.0,3,0,0,4
1995,1.0,0.404040404040404,0.0,3,2,3,5
1996,1.0,0.404040404040404,0.0,3,2,3,3
1997,1.0,0.404040404040404,0.0,0,0,3,5
1998,0.0,0.404040404040404,0.0,3,4,3,1
1999,1.0,0.1515151515151515,0.0,3,0,4,2
2000,1.0,0.404040404040404,0.0,5,2,5,3
2001,1.0,0.202020202020202,0.0,3,4,2,0
2002,1.0,0.5050505050505051,1.0,3,2,8,2
2003,0.0,0.404040404040404,1.0,5,2,3,3
2004,1.0,0.404040404040404,0.0,3,2,7,3
2005,0.0,0.404040404040404,0.0,0,4,8,1
2006,1.0,1.0,1.0,1,2,6,2
2007,0.0,0.1616161616161616,0.0,3,3,3,3
2008,1.0,0.404040404040404,0.0,4,2,3,3
2009,0.0,0.404040404040404,0.0,3,4,4,3
2010,0.0,0.6060606060606061,0.0,1,4,8,1
2011,1.0,0.404040404040404,0.0,3,2,7,3
2012,0.0,0.3535353535353535,0.0,3,4,3,2
2013,0.0,0.3838383838383838,0.0,6,4,8,3
2014,1.0,0.6868686868686869,0.0,3,2,4,1
2015,0.0,0.404040404040404,0.0,3,0,8,2
2016,1.0,0.202020202020202,0.0,3,4,1,0
2017,1.0,0.5050505050505051,1.0,3,2,8,2
2018,0.0,0.404040404040404,0.0,3,0,8,3
2019,0.0,0.3737373737373737,0.0,3,5,3,1
2020,0.0,0.202020202020202,0.0,3,4,4,1
2021,1.0,0.404040404040404,1.0,0,2,4,3
2022,1.0,0.404040404040404,0.0,3,2,4,2
2023,1.0,0.404040404040404,0.0,3,2,6,3
2024,0.0,0.3535353535353535,0.0,3,4,4,1
